,score,score,f1,f1,bacc,bacc
,mean,std,mean,std,mean,std
classifier,,,,,,
log_reg,0.8623574339752507,0.10062012470059419,0.7432126960945844,0.15853411673047,0.8620628219305854,0.10109055563650712
rf,0.8939987932869861,0.0839410954571324,0.7410665939661162,0.15147709744254745,0.8937131706835134,0.08428879990312599
